street,city,postcode,state,country
MILLER RD,WILMINGTON,05363,VERMONT,USA
GRIMES HILL RD,NEWFANE,05362,VERMONT,USA
VT ROUTE 12  S,NORTHFIELD,05663,VERMONT,USA
OAKES RD,WATERVILLE,05492,VERMONT,USA
FISHER RD,ORWELL,05760,VERMONT,USA
CREEK FARM RD,COLCHESTER,05446,VERMONT,USA
LIME KILN RD,CHARLOTTE,05445,VERMONT,USA
VT ROUTE 100,WHITINGHAM,05361,VERMONT,USA
GRICEBROOK RD,SAINT ALBANS TOWN,05478,VERMONT,USA
WHEELOCK RD,DANVILLE,05828,VERMONT,USA
HEYER RD,FAIRFAX,05454,VERMONT,USA
LINCOLN RD,RIPTON,05766,VERMONT,USA
ALBERTS WAY,AVERILL,05901,VERMONT,USA
RODGERS RD,GLOVER,05875,VERMONT,USA
MONTGOMERY RD,POWNAL,05261,VERMONT,USA
LAKE ST,SAINT ALBANS CITY,05478,VERMONT,USA
VIGARIO LN,BARTON,05822,VERMONT,USA
CEDAR ST,BURLINGTON,05401,VERMONT,USA
DUNCAN RD,MORRISTOWN,05661,VERMONT,USA
VT ROUTE 242,JAY,05859,VERMONT,USA
SUMMIT RD,MOUNT HOLLY,05758,VERMONT,USA
WEST SHORE RD,SALISBURY,05769,VERMONT,USA
HAYDEN PKWY,SOUTH BURLINGTON,05403,VERMONT,USA
WHITE SCHOOL RD,BURKE,05832,VERMONT,USA
BLUEBIRD LN,LYNDON,05851,VERMONT,USA
JACKSON LODGE VLG,CANAAN,05903,VERMONT,USA
WATERWORKS RD,STOWE,05672,VERMONT,USA
STRATTON RD,RUTLAND CITY,05701,VERMONT,USA
WILMINGTON CROSS RD,WHITINGHAM,05361,VERMONT,USA
G ST,ALBURGH,05440,VERMONT,USA
S  PROSPECT ST,BURLINGTON,05401,VERMONT,USA
SCHOOL ST,SHELDON,05483,VERMONT,USA
EDGEWOOD DR,BRATTLEBORO,05301,VERMONT,USA
AHMEEK RD,DOVER,05356,VERMONT,USA
SHERMAN LN,NEW HAVEN,05472,VERMONT,USA
DERBY CIR,SOUTH BURLINGTON,05403,VERMONT,USA
HOGBACK RD,JOHNSON,05656,VERMONT,USA
NOTCH RD,BOLTON,05465,VERMONT,USA
MCMILLAN RD,WHITINGHAM,05342,VERMONT,USA
VT ROUTE 155,MOUNT HOLLY,05730,VERMONT,USA
THE TERRACES,SHELBURNE,05482,VERMONT,USA
E   SALEM DR,DERBY,05829,VERMONT,USA
BROOKLINE RD,ATHENS,05143,VERMONT,USA
PLEASANT ST,WEST RUTLAND,05777,VERMONT,USA
VT ROUTE 7B CENTRAL,CLARENDON,05759,VERMONT,USA
HOULE AVE,MORRISTOWN,05661,VERMONT,USA
DRAKE RD,CASTLETON,05735,VERMONT,USA
CENTRAL ST,NEWPORT CITY,05855,VERMONT,USA
BIRCH RD,HUBBARDTON,05733,VERMONT,USA
ROCK DR,LUDLOW,05149,VERMONT,USA
ROSEWOOD LN,DORSET,05253,VERMONT,USA
ROCKY LEDGE CT,VERNON,05354,VERMONT,USA
ROBBINS ST,RUTLAND CITY,05701,VERMONT,USA
KIMBALL DOCK RD,FERRISBURGH,05491,VERMONT,USA
PRISCILLA LN,KILLINGTON,05751,VERMONT,USA
SCAREY LN,NORTH BENNINGTON,05257,VERMONT,USA
BROWNSVILLE HARTLAND RD,WEST WINDSOR,05089,VERMONT,USA
W  MILTON RD,MILTON,05468,VERMONT,USA
PEARL ST,GRAND ISLE,05458,VERMONT,USA
CUTLER DR,SPRINGFIELD,05156,VERMONT,USA
ADAMS ST,BURLINGTON,05401,VERMONT,USA
GILMAN FARM RD,LUNENBURG,05906,VERMONT,USA
MILL ST,HARTLAND,05052,VERMONT,USA
BILLINGS MOBILE MNR,RUTLAND CITY,05701,VERMONT,USA
ISLAND DR,BRIDPORT,05734,VERMONT,USA
GREENHOE RD,DUMMERSTON,05346,VERMONT,USA
MIDDLE POWNAL RD,POWNAL,05261,VERMONT,USA
COLUMBIA DR,HUBBARDTON,05732,VERMONT,USA
MISSING LINK RD,ROCKINGHAM,05101,VERMONT,USA
CRAM HILL RD,ROXBURY,05669,VERMONT,USA
PRIVE HILL RD,RICHFORD,05476,VERMONT,USA
TWIN OAKS TER,SOUTH BURLINGTON,05403,VERMONT,USA
HIGHLANDS AVE,WILMINGTON,05363,VERMONT,USA
HIGH ST,SAINT ALBANS CITY,05478,VERMONT,USA
LOWER VILLAGE RD,LOWELL,05847,VERMONT,USA
PLACE RD W,HINESBURG,05461,VERMONT,USA
ESTATES DR,CAMBRIDGE,05444,VERMONT,USA
MOUNT CUSHMAN RD,ROCHESTER,05767,VERMONT,USA
SIMPSON BROOK RD,WATERFORD,05819,VERMONT,USA
ALDEN PL,VERGENNES,05491,VERMONT,USA
RITCHIE AVE,MILTON,05468,VERMONT,USA
UPPER FRENCH HILL RD,JOHNSON,05656,VERMONT,USA
POOR FARM RD,WASHINGTON,05675,VERMONT,USA
BLUE CAT LN,CASTLETON,05735,VERMONT,USA
RIPLEY RD,WATERBURY,05677,VERMONT,USA
CRABAPPLE LN,HYDE PARK,05655,VERMONT,USA
BOWLSVILLE RD S,MOUNT HOLLY,05730,VERMONT,USA
ONION PT,PEACHAM,05658,VERMONT,USA
WEBSTER RD,HARTLAND,05048,VERMONT,USA
W   SALISBURY RD,SALISBURY,05769,VERMONT,USA
VT ROUTE 100  N,LUDLOW,05149,VERMONT,USA
RICHARDSON RD,BERLIN,05602,VERMONT,USA
PINEGROVE TER,WINOOSKI,05404,VERMONT,USA
COBBLE RD,BRISTOL,05443,VERMONT,USA
WINTER CT,BRATTLEBORO,05301,VERMONT,USA
COOLIDGE CT,WINDSOR,05089,VERMONT,USA
GILBERT RD,WOODBURY,05650,VERMONT,USA
RIPPLE CV,BRIGHTON,05846,VERMONT,USA
MAPLE ST,BENNINGTON,05201,VERMONT,USA
E   BAKERSFIELD RD,BAKERSFIELD,05450,VERMONT,USA
SYKES MOUNTAIN AVE,HARTFORD,05001,VERMONT,USA
MUDGETT HILL RD,HYDE PARK,05655,VERMONT,USA
ENOSBURG MOUNTAIN RD,ENOSBURGH,05450,VERMONT,USA
PUDDING HILL RD,LYNDON,05851,VERMONT,USA
TRI TOWN RD,ADDISON,05491,VERMONT,USA
FOX LN,LUDLOW,05149,VERMONT,USA
ALLEN ROW,MONTPELIER,05602,VERMONT,USA
CLARENDON AVE,WEST RUTLAND,05777,VERMONT,USA
CAMEL HUMP RD,COLCHESTER,05446,VERMONT,USA
HICKORY HOUSE RD,SAINT ALBANS TOWN,05478,VERMONT,USA
US ROUTE 2   N,ALBURGH,05440,VERMONT,USA
LAUREL AVE,BELLOWS FALLS,05101,VERMONT,USA
HARDSCRABBLE MOUNTAIN RD,SHEFFIELD,05866,VERMONT,USA
BLACK BEAR RUN,STOWE,05672,VERMONT,USA
PACKARD RD,JERICHO,05465,VERMONT,USA
ORCHARD HL,PUTNEY,05346,VERMONT,USA
WOODSMAN RD EXT,DOVER,05356,VERMONT,USA
STATELINE RD,SHAFTSBURY,05257,VERMONT,USA
CHAMONIX RD,LUDLOW,05149,VERMONT,USA
US ROUTE 5,DERBY,05829,VERMONT,USA
SANDGATE RD,SANDGATE,05250,VERMONT,USA
VT ROUTE 105,BLOOMFIELD,05905,VERMONT,USA
PINEY GROVE LN,UNDERHILL,05489,VERMONT,USA
MORRIS HTS,NORTH BENNINGTON,05257,VERMONT,USA
TOAD POND RD,MORGAN,05853,VERMONT,USA
APPLE HILL RD,BENNINGTON,05201,VERMONT,USA
BROCKWAY MILLS RD,SPRINGFIELD,05156,VERMONT,USA
CHESTER RD,GRAFTON,05146,VERMONT,USA
MESSENGER ST,SAINT ALBANS CITY,05478,VERMONT,USA
KENDALL HILL RD,PITTSFORD,05733,VERMONT,USA
BINGO RD,ROCHESTER,05767,VERMONT,USA
WEST SHORE RD,ALBURGH,05440,VERMONT,USA
E  WASHINGTON ST,RUTLAND CITY,05701,VERMONT,USA
WINTER ST,MONTPELIER,05602,VERMONT,USA
MECHANIC ST,CASTLETON,05735,VERMONT,USA
BACKWAY RD,CORINTH,05039,VERMONT,USA
CHESTERFIELD HOLLOW RD,SAINT JOHNSBURY,05851,VERMONT,USA
BROCKLEBANK RD,CHELSEA,05038,VERMONT,USA
NASHVILLE RD,JERICHO,05465,VERMONT,USA
BRYCE BLVD,GEORGIA,05454,VERMONT,USA
HERRICK RD,DERBY,05829,VERMONT,USA
BERLIN POND RD,NORTHFIELD,05663,VERMONT,USA
LAKE RD,CHARLOTTE,05445,VERMONT,USA
TOWER RD,BARNARD,05032,VERMONT,USA
SANDY ACRES,POWNAL,05261,VERMONT,USA
VT ROUTE 114,EAST HAVEN,05837,VERMONT,USA
QUINN RD,WOODSTOCK,05091,VERMONT,USA
SOUTHERBERRY DR,MILTON,05468,VERMONT,USA
LONGLEY LOOP,WESTON,05148,VERMONT,USA
S  MAPLE ST,VERGENNES,05491,VERMONT,USA
WINDING HILL RD,BRATTLEBORO,05301,VERMONT,USA
DOVER RD,NEWFANE,05362,VERMONT,USA
MANOR DR,GEORGIA,05468,VERMONT,USA
PLEASANT VIEW TER,HARTFORD,05001,VERMONT,USA
SUNNY VIEW DR,JERICHO,05465,VERMONT,USA
MAIN ST,NEWPORT CITY,05855,VERMONT,USA
DORAN RD,WEST HAVEN,05743,VERMONT,USA
VT ROUTE 36,FAIRFIELD,05455,VERMONT,USA
PEAVINE BLVD,BETHEL,05032,VERMONT,USA
SHATTUCK HILL RD,DERBY,05855,VERMONT,USA
JOSEPH LN,NEWFANE,05345,VERMONT,USA
BIRCH HILL RD,WINDHAM,05359,VERMONT,USA
SUGAR MAPLE LN,BURKE,05871,VERMONT,USA
HUBBARD ST,MONTPELIER,05602,VERMONT,USA
N  MAIN ST,SAINT ALBANS CITY,05478,VERMONT,USA
VT ROUTE 103,SHREWSBURY,05738,VERMONT,USA
IRON GATE RD,CAMBRIDGE,05444,VERMONT,USA
ATKINSON ST,BELLOWS FALLS,05101,VERMONT,USA
MCKINLEY AVE,RUTLAND TOWN,05701,VERMONT,USA
W  WOODSTOCK RD,WOODSTOCK,05091,VERMONT,USA
SNELL RD,SAINT JOHNSBURY,05819,VERMONT,USA
SESAME ST,BRAINTREE,05060,VERMONT,USA
CHURCH ST,CHESTER,05143,VERMONT,USA
TROUT BAY RD,BENSON,05743,VERMONT,USA
POPPLE DUNGEON RD,WINDHAM,05143,VERMONT,USA
FAYWOOD RD,GRAND ISLE,05458,VERMONT,USA
FORT BRIDGMAN RD,VERNON,05354,VERMONT,USA
TEER RD,CLARENDON,05777,VERMONT,USA
WALL ST,SPRINGFIELD,05156,VERMONT,USA
RIVERSIDE AVE,BURLINGTON,05401,VERMONT,USA
CHURCH ST,RICHMOND,05477,VERMONT,USA
LUPINE LN,SOUTH BURLINGTON,05403,VERMONT,USA
N   SHREWSBURY RD,CLARENDON,05759,VERMONT,USA
SUMMER HL,SPRINGFIELD,05156,VERMONT,USA
PARK CIR,BROOKFIELD,05060,VERMONT,USA
BACON PL,CHELSEA,05038,VERMONT,USA
RABBIT RUN,WALTHAM,05491,VERMONT,USA
CREST RD,SAINT ALBANS TOWN,05478,VERMONT,USA
LOWER PLAINS RD,MIDDLEBURY,05753,VERMONT,USA
HIGHGATE RD,SWANTON,05478,VERMONT,USA
FAIRWOOD PKWY W,MORRISTOWN,05661,VERMONT,USA
BRADLEY ST,MILTON,05468,VERMONT,USA
HERON LN,SOUTH HERO,05486,VERMONT,USA
PHYLIS LN,BENNINGTON,05201,VERMONT,USA
TREBO RD,CHESTER,05143,VERMONT,USA
PROSPECT ST,NEWPORT CITY,05855,VERMONT,USA
VALLEY RD,BRATTLEBORO,05301,VERMONT,USA
VT ROUTE 14   N,RANDOLPH,05041,VERMONT,USA
CHAMPLAIN ST,SWANTON,05488,VERMONT,USA
BROMLEY BROOK RD,MANCHESTER,05255,VERMONT,USA
PINE ST,RUTLAND CITY,05701,VERMONT,USA
SPOONER PT,CASTLETON,05735,VERMONT,USA
VT ROUTE 36,FAIRFIELD,05448,VERMONT,USA
US ROUTE 2,KIRBY,05824,VERMONT,USA
LAKESHORE DR,LUDLOW,05149,VERMONT,USA
CHURCH ST,LYNDON,05851,VERMONT,USA
OLD WEST RD,ARLINGTON,05250,VERMONT,USA
LAPORTE RD,MORRISTOWN,05661,VERMONT,USA
VT ROUTE 30,JAMAICA,05343,VERMONT,USA
SPRINGSIDE RD,MIDDLEBURY,05753,VERMONT,USA
MOUNTAIN VIEW RD,TINMOUTH,05773,VERMONT,USA
PERRY HILL RD,WATERBURY,05676,VERMONT,USA
HINESBURG RD,SOUTH BURLINGTON,05403,VERMONT,USA
HARRISON LN,LUDLOW,05149,VERMONT,USA
GRANITEVILLE RD,WILLIAMSTOWN,05654,VERMONT,USA
MASTEN RD,VICTORY,05858,VERMONT,USA
MARVIN RD,BERLIN,05602,VERMONT,USA
PINE ST,FAIR HAVEN,05743,VERMONT,USA
SUNRISE LAKE RD,ORWELL,05760,VERMONT,USA
LANDGROVE RD,LANDGROVE,05148,VERMONT,USA
PAUS LN,HYDE PARK,05655,VERMONT,USA
TEROUNZO RD,PITTSFORD,05763,VERMONT,USA
BOYD HILL RD,WILMINGTON,05363,VERMONT,USA
MEADOW WOOD LN,HINESBURG,05461,VERMONT,USA
JEWETT ST,SWANTON,05488,VERMONT,USA
PARK ST,BRANDON,05733,VERMONT,USA
VT ROUTE 73,ORWELL,05760,VERMONT,USA
OAKWOOD LN,ESSEX TOWN,05452,VERMONT,USA
HUBBARD FARM RD,WATERBURY,05677,VERMONT,USA
ACORN LN,SHELBURNE,05482,VERMONT,USA
VT ROUTE 102,BLOOMFIELD,05905,VERMONT,USA
COVEY DR,SWANTON,05488,VERMONT,USA
NORTHVIEW DR,CANAAN,05903,VERMONT,USA
RUSS HILL RD,ROYALTON,05068,VERMONT,USA
GLENN RD,BENSON,05743,VERMONT,USA
CHERRY LN,BURLINGTON,05401,VERMONT,USA
BEAKINS HL,WESTMINSTER,05346,VERMONT,USA
MEACHAM ST,WALLINGFORD,05773,VERMONT,USA
SHEFFIELD SQUARE RD,SHEFFIELD,05839,VERMONT,USA
PUMPKIN VILLAGE RD,FAIRFIELD,05455,VERMONT,USA
SUMMER ST,MONTPELIER,05602,VERMONT,USA
BOBUCHON LN,WASHINGTON,05675,VERMONT,USA
WOODCREST DR,SOUTH BURLINGTON,05403,VERMONT,USA
HIGH BRIDGE HILL RD,WAITSFIELD,05673,VERMONT,USA
RED TOP RD,ANDOVER,05143,VERMONT,USA
LAKE RD,MILTON,05468,VERMONT,USA
ELMORE POND RD,WOLCOTT,05680,VERMONT,USA
TRIPLET DR,FRANKLIN,05457,VERMONT,USA
US ROUTE 7,FERRISBURGH,05456,VERMONT,USA
OLIVE ST,SPRINGFIELD,05156,VERMONT,USA
E   LAKESHORE DR,COLCHESTER,05446,VERMONT,USA
COMSTOCK BRIDGE RD,MONTGOMERY,05476,VERMONT,USA
BALDWIN ST,MONTPELIER,05602,VERMONT,USA
FAWN RUN,WILMINGTON,05363,VERMONT,USA
HUDSON RD,CHARLESTON,05872,VERMONT,USA
IVES RD,WILMINGTON,05363,VERMONT,USA
MAIN ST,BENNINGTON,05201,VERMONT,USA
HARBOR VIEW DR,SAINT ALBANS TOWN,05478,VERMONT,USA
US ROUTE 4   E,RUTLAND TOWN,05701,VERMONT,USA
SCHOOL ST,RICHFORD,05476,VERMONT,USA
VT ROUTE 67   E,SHAFTSBURY,05257,VERMONT,USA
HIDDEN SPRINGS LN,WELLS,05774,VERMONT,USA
ROBINSON PKWY,BURLINGTON,05401,VERMONT,USA
LYNN LOU DR,HIGHGATE,05459,VERMONT,USA
HOLMES DR,CAMBRIDGE,05464,VERMONT,USA
FOXCHAIR MOUNTAIN RD,SPRINGFIELD,05156,VERMONT,USA
PAGEANT PARK RD,BARTON,05822,VERMONT,USA
BRENNAN CIR,POULTNEY,05764,VERMONT,USA
RANDOLPH RD,MORRISTOWN,05661,VERMONT,USA
S   WINOOSKI AVE,BURLINGTON,05401,VERMONT,USA
ROYALTON HILL RD,ROYALTON,05068,VERMONT,USA
HOLLOW VIEW RD,WINHALL,05340,VERMONT,USA
CARPENTER HILL RD,GEORGIA,05478,VERMONT,USA
BROWNS TRCE,JERICHO,05465,VERMONT,USA
BOUCHARD RD,STOWE,05672,VERMONT,USA
HIGH ST,WALLINGFORD,05773,VERMONT,USA
SOUTHVIEW DR,RICHMOND,05477,VERMONT,USA
BURELLI FARM DR,BERLIN,05602,VERMONT,USA
JEFF HEIGHTS RD,CAMBRIDGE,05464,VERMONT,USA
CENTER RD,HYDE PARK,05655,VERMONT,USA
HOLY CROSS RD,COLCHESTER,05446,VERMONT,USA
SHAW MANSION RD,WATERBURY,05677,VERMONT,USA
WINTERS LANE EXT,ALBURGH,05440,VERMONT,USA
STONEY PATH RD,JAY,05859,VERMONT,USA
WESCOM RD,EDEN,05652,VERMONT,USA
COOKEVILLE RD,CORINTH,05039,VERMONT,USA
OLD SCHOOL ST,LONDONDERRY,05155,VERMONT,USA
DEARING RD,BETHEL,05032,VERMONT,USA
CASPIAN LN,SHELBURNE,05482,VERMONT,USA
SUMMER ST,SPRINGFIELD,05156,VERMONT,USA
TANNER RD,CAMBRIDGE,05464,VERMONT,USA
MERCHANTS ROW,MIDDLEBURY,05753,VERMONT,USA
PLEASANT ST,ROYALTON,05068,VERMONT,USA
PINE MOUNTAIN RD,GROTON,05046,VERMONT,USA
HAWK PINE RD,NORWICH,05055,VERMONT,USA
SUBURBAN SQ,SOUTH BURLINGTON,05403,VERMONT,USA
KISSANE RD,GEORGIA,05478,VERMONT,USA
NORTH ST,BRANDON,05733,VERMONT,USA
WESTMINSTER ST,SAXTONS RIVER,05154,VERMONT,USA
US ROUTE 7  S,WALLINGFORD,05773,VERMONT,USA
MILLER RD,ATHENS,05143,VERMONT,USA
COUNTY RD,STAMFORD,05352,VERMONT,USA
TEMPLE ST,BURLINGTON,05408,VERMONT,USA
VT ROUTE 131,WEATHERSFIELD,05151,VERMONT,USA
GREEN ST,BRATTLEBORO,05301,VERMONT,USA
CHICKADEE AVE,SALISBURY,05769,VERMONT,USA
WALKER RD,BRAINTREE,05060,VERMONT,USA
MCALLISTER RD,STOWE,05672,VERMONT,USA
PORTER FIELD RD,MIDDLEBURY,05753,VERMONT,USA
TEN MILE SQUARE RD,CHARLESTON,05846,VERMONT,USA
E   MOUNTAIN RD,GUILFORD,05301,VERMONT,USA
WAVERLY ST,ESSEX JUNCTION CITY,05452,VERMONT,USA
NIELSEN LN,JOHNSON,05656,VERMONT,USA
SUNSET HILL RD,POWNAL,05261,VERMONT,USA
CHERRY TREE LN,CAMBRIDGE,05464,VERMONT,USA
AIRPORT RD,HIGHGATE,05488,VERMONT,USA
CASCADE RD,DANBY,05739,VERMONT,USA
UPPER COLD RIVER RD,SHREWSBURY,05738,VERMONT,USA
FORESTDALE FARM LN,STOWE,05672,VERMONT,USA
LEONARD HILL RD,CONCORD,05824,VERMONT,USA
NORTHSHORE DR,BURLINGTON,05408,VERMONT,USA
DOUGLAS RD,ESSEX TOWN,05452,VERMONT,USA
SWAMP RD,SHELDON,05450,VERMONT,USA
BARNES HILL RD,STOWE,05672,VERMONT,USA
LAKE RD,LUNENBURG,05906,VERMONT,USA
NORTHEAST DR,RUTLAND CITY,05701,VERMONT,USA
VT ROUTE 12,BARNARD,05031,VERMONT,USA
NOTCH RD,LINCOLN,05443,VERMONT,USA
KILN RD,ESSEX JUNCTION CITY,05452,VERMONT,USA
US ROUTE 2   S,ALBURGH,05440,VERMONT,USA
JELLY MILL RD,GUILFORD,05301,VERMONT,USA
BEDELL BROOK RD,ELMORE,05661,VERMONT,USA
INTERSTATE 91  S,GUILFORD,05301,VERMONT,USA
ROUTE 132,NORWICH,05055,VERMONT,USA
RIVER ST,WOODSTOCK,05091,VERMONT,USA
WEST RD,VERNON,05354,VERMONT,USA
WINDSWEPT DR,DANVILLE,05828,VERMONT,USA
NORTH ST,BRISTOL,05443,VERMONT,USA
GORE RD,BENNINGTON,05201,VERMONT,USA
STRAWBERRY HL,LYNDON,05851,VERMONT,USA
GOSHEN RIPTON RD,GOSHEN,05733,VERMONT,USA
ONEIDA RD,DANVILLE,05828,VERMONT,USA
BAYVIEW ST,BURLINGTON,05401,VERMONT,USA
WILSON WAY,DORSET,05253,VERMONT,USA
GETZ RD,WILLIAMSTOWN,05679,VERMONT,USA
PINE ST,BURLINGTON,05401,VERMONT,USA
BARNES BROOK RD,KIRBY,05851,VERMONT,USA
HAWKS PL,BENNINGTON,05201,VERMONT,USA
FERAL LN,PUTNEY,05346,VERMONT,USA
BROOK RD,WOLCOTT,05680,VERMONT,USA
MERCHANTS ROW,RUTLAND CITY,05701,VERMONT,USA
MEADOW RIDGE RD,MANCHESTER,05255,VERMONT,USA
VT ROUTE 103,CAVENDISH,05153,VERMONT,USA
AUSTIN HL,ROCHESTER,05767,VERMONT,USA
EASTVIEW TER,MIDDLEBURY,05753,VERMONT,USA
TOUSANT HILL RD,STANNARD,05842,VERMONT,USA
N   POWNAL RD,POWNAL,05261,VERMONT,USA
ETHAN ALLEN PKWY,BURLINGTON,05408,VERMONT,USA
VT ROUTE 244,THETFORD,05045,VERMONT,USA
SCHOOL RD,FLETCHER,05444,VERMONT,USA
RANDOLPH AVE,RANDOLPH,05060,VERMONT,USA
WILKINSON DR,ESSEX JUNCTION CITY,05452,VERMONT,USA
TOWN COMMON RD N,GEORGIA,05478,VERMONT,USA
SOUTH ST,ORLEANS,05860,VERMONT,USA
EDELWEISS CIR,WESTFIELD,05471,VERMONT,USA
RANNY RD,POULTNEY,05764,VERMONT,USA
SUGARTREE LN,SOUTH BURLINGTON,05403,VERMONT,USA
SPEAR ST,SHELBURNE,05482,VERMONT,USA
S   HILL RD,MORETOWN,05660,VERMONT,USA
YOUNG FARM RD,PEACHAM,05873,VERMONT,USA
WOODS RD,FAYSTON,05660,VERMONT,USA
RICHARDSON RD,CORINTH,05039,VERMONT,USA
BAKER HILL RD,BRIDGEWATER,05035,VERMONT,USA
SENOR RD,WARREN,05674,VERMONT,USA
